gtdb_genome_representative	aquatic_habitat	host_associated	soil_habitat
RS_GCF_004343615.1	1	0	0
RS_GCF_004353985.1			
GB_GCA_903896535.1	1	0	0
GB_GCA_903835235.1	1	0	0
GB_GCA_903843125.1	1	0	0
RS_GCF_018129085.1	0	0	1
RS_GCF_018128965.1	0	0	1
GB_GCA_016869735.1	1	0	0
GB_GCA_903927465.1	1	0	0
GB_GCA_903844785.1	1	0	0
RS_GCF_005222755.1	0	0	1
GB_GCA_001464375.1	1	0	0
RS_GCF_016106005.1			
RS_GCF_018129005.1	0	0	1
RS_GCF_018129065.1	0	0	1
RS_GCF_012163135.1	0	0	1
RS_GCF_018129025.1	0	0	1
RS_GCF_014644535.1			
RS_GCF_014199195.1	0	0	1
RS_GCF_017813355.1			
RS_GCF_016106015.1			
RS_GCF_003173615.1	0	0	1
RS_GCF_005222815.1	0	0	1
RS_GCF_900114315.1			
RS_GCF_016805305.1			
RS_GCF_011040385.1			
RS_GCF_012103215.1	0	0	1
RS_GCF_019029495.1			
RS_GCF_012163145.1	1	0	0
RS_GCF_019024325.1			
RS_GCF_003253705.1			
RS_GCF_000622225.1	0	1	1
RS_GCF_000518625.1	1	0	0
RS_GCF_006438825.1			
RS_GCF_000711725.1			
RS_GCF_016107305.1			
RS_GCF_009848505.1			
RS_GCF_017813365.1			
RS_GCF_900141905.1			
RS_GCF_017813395.1			
RS_GCF_014199205.1			
GB_GCA_015223225.1	0	1	0
GB_GCA_000245075.1			
RS_GCF_014490485.1			
RS_GCF_017654485.1	0	1	0
RS_GCF_003611975.1	0	1	0
RS_GCF_014490445.1			
RS_GCF_017355405.1	0	1	0
RS_GCF_016107285.1			
RS_GCF_002631185.1	0	0	1
RS_GCF_003116135.1	1	0	0
RS_GCF_000164635.1	0	1	0
RS_GCF_001982615.1			
RS_GCF_902706185.1			
RS_GCF_009829925.1			
RS_GCF_003604215.1	0	0	1
RS_GCF_008386565.1	0	0	1
GB_GCA_012267605.1			
GB_GCA_016869195.1	1	0	0
GB_GCA_011523425.1	0	1	0
GB_GCA_018666805.1	1	0	0
GB_GCA_016869675.1	1	0	0
GB_GCA_002238685.1	0	1	0
GB_GCA_014323865.1	0	1	0
GB_GCA_002722885.1	1	0	0
GB_GCA_018700655.1	1	0	0
RS_GCF_003590945.1	1	0	0
RS_GCF_003173035.1	1	0	0
RS_GCF_003173055.1	0	0	1
GB_GCA_009693835.1	1	0	0
GB_GCA_002429315.1	0	0	1
GB_GCA_019241645.1	0	0	1
GB_GCA_019242395.1	0	0	1
GB_GCA_018242145.1	0	0	1
GB_GCA_018242105.1	0	0	1
GB_GCA_016783965.1	1	0	0
GB_GCA_018241025.1	0	0	1
GB_GCA_903857685.1	1	0	0
GB_GCA_903821435.1	1	0	0
GB_GCA_017307355.1	0	0	1
GB_GCA_019242275.1	0	0	1
GB_GCA_017308475.1	0	0	1
GB_GCA_018449595.1			
GB_GCA_903837555.1	1	0	0
GB_GCA_902825865.1	1	0	0
GB_GCA_013697055.1	0	0	1
GB_GCA_903902075.1	1	0	0
GB_GCA_002307315.1	0	0	1
GB_GCA_002307725.1	0	0	1
RS_GCF_011762045.1			
RS_GCF_011761565.1			
GB_GCA_015654635.1			
GB_GCA_019247845.1	0	0	1
GB_GCA_019245415.1			
GB_GCA_003139615.1	0	0	1
GB_GCA_016201105.1	1	0	0
GB_GCA_016125165.1	1	0	0
GB_GCA_017308425.1	0	0	1
GB_GCA_017308375.1	0	0	1
GB_GCA_018971835.1	1	0	0
GB_GCA_903862715.1	1	0	0
GB_GCA_016792565.1	0	0	1
GB_GCA_016124635.1	1	0	0
GB_GCA_016792785.1	0	0	1
GB_GCA_017983635.1	1	0	0
GB_GCA_013140995.1			
GB_GCA_902826695.1	1	0	0
GB_GCA_001657385.1			
GB_GCA_013002535.1			
RS_GCF_002943565.1	1	0	0
GB_GCA_002704915.1	1	0	0
GB_GCA_013151255.1	1	0	0
RS_GCF_014199495.1			
GB_GCA_016125425.1	1	0	0
GB_GCA_013389105.1	1	0	1
GB_GCA_902826095.1	1	0	0
GB_GCA_016125455.1	1	0	0
RS_GCF_003399445.1	1	0	0
RS_GCF_013085255.1	1	0	0
RS_GCF_014651915.1			
RS_GCF_014199615.1			
RS_GCF_000733125.1	1	0	0
GB_GCA_015487305.1	1	0	0
RS_GCF_014534785.1			
RS_GCF_000412185.1	1	0	0
RS_GCF_000382325.1			
RS_GCF_009806145.1	1	0	0
RS_GCF_017161425.1	1	0	0
RS_GCF_007050995.1	1	0	0
GB_GCA_001314625.1			
RS_GCF_004000605.1			
RS_GCF_014639075.1			
RS_GCF_003122085.1	0	0	1
GB_GCA_016124675.1	1	0	0
RS_GCF_008630495.1			
RS_GCF_000152745.1	1	0	1
RS_GCF_000420265.1	1	0	1
GB_GCA_001657295.1			
RS_GCF_014323565.1	0	1	0
RS_GCF_003129605.1	1	0	0
RS_GCF_900103475.1			
GB_GCA_018222865.1	0	0	1
GB_GCA_017643475.1	1	0	0
GB_GCA_017643585.1	1	0	0
GB_GCA_015665295.1	1	0	0
RS_GCF_003634045.1			
RS_GCF_000014745.1	1	0	0
GB_GCA_905480005.1	1	0	0
GB_GCA_017642925.1	1	0	0
RS_GCF_005871165.1	0	1	0
RS_GCF_016817355.1			
GB_GCA_002733485.1	1	0	0
GB_GCA_015485335.1	1	0	0
GB_GCA_016763185.1			
GB_GCA_015485155.1	1	0	0
GB_GCA_016763315.1			
GB_GCA_013001295.1			
GB_GCA_002733385.1	1	0	0
GB_GCA_016765135.1			
GB_GCA_002733905.1	1	0	0
GB_GCA_002733605.1	1	0	0
RS_GCF_000365025.1			
GB_GCA_014238285.1	1	1	0
GB_GCA_013002305.1			
RS_GCF_014652695.1			
RS_GCF_000428525.1			
GB_GCA_905477785.1	1	0	0
RS_GCF_014652455.1			
RS_GCF_003634015.1			
GB_GCA_002415585.1	1	0	0
RS_GCF_000023785.1	1	0	0
RS_GCF_000378345.1			
GB_GCA_017792365.1			
GB_GCA_016125045.1	1	0	0
GB_GCA_903831255.1	1	0	0
GB_GCA_018969425.1	1	0	0
GB_GCA_016125405.1	1	0	0
GB_GCA_016714495.1	0	0	1
GB_GCA_002483135.1	1	0	0
GB_GCA_002280725.1	1	0	0
GB_GCA_903842595.1	1	0	0
GB_GCA_002173095.1	1	0	0
GB_GCA_002723155.1	1	0	0
GB_GCA_002338565.1	1	0	0
RS_GCF_000420665.1			
GB_GCA_002692725.1	1	0	0
GB_GCA_002701295.1	1	0	0
GB_GCA_002408125.1			
RS_GCF_002088975.1	1	0	0
RS_GCF_003576315.1	1	0	0
RS_GCF_002088945.1	1	0	0
GB_GCA_002413605.1	1	0	0
RS_GCF_000376805.1			
RS_GCF_003576345.1	1	0	0
GB_GCA_012960415.1			
RS_GCF_003576245.1	1	0	0
RS_GCF_002088935.1	0	0	1
GB_GCA_017642885.1	1	0	0
RS_GCF_001854405.1			
GB_GCA_013214545.1	1	0	0
GB_GCA_013213785.1	1	0	0
GB_GCA_013213825.1	1	0	0
GB_GCA_002172915.1	1	0	0
GB_GCA_000961695.1	1	0	1
GB_GCA_014763715.1	1	0	0
RS_GCF_000685215.1	1	0	0
GB_GCA_002700305.1	1	0	0
RS_GCF_000682735.1	1	0	0
RS_GCF_000685235.1	1	0	1
RS_GCF_000682675.1	1	0	1
GB_GCA_018222605.1	1	0	0
RS_GCF_000682755.1	1	0	0
GB_GCA_017792385.1			
GB_GCA_017795365.1	1	0	0
RS_GCF_017309975.1	1	0	0
GB_GCA_018827155.1			
RS_GCF_000682695.1	1	0	0
RS_GCF_000685295.1			
RS_GCF_000685275.1	0	0	1
GB_GCA_018830285.1			
RS_GCF_000685315.1	1	1	0
GB_GCA_013823385.1	1	0	0
GB_GCA_018402285.1			
GB_GCA_002841155.1	1	0	0
RS_GCF_000013025.1	1	0	0
GB_GCA_018900135.1	1	0	0
GB_GCA_016125515.1	1	0	0
GB_GCA_016712445.1	0	0	1
GB_GCA_013824195.1	1	0	0
GB_GCA_016124495.1	1	0	0
GB_GCA_903929535.1	1	0	0
GB_GCA_003164925.1	0	0	1
RS_GCF_003060965.1	1	0	0
RS_GCF_001414055.1	1	0	0
GB_GCA_002280875.1	1	0	0
GB_GCA_018895795.1			
RS_GCF_001427665.1	0	1	0
RS_GCF_001426905.1			
RS_GCF_011045195.1	0	0	1
GB_GCA_011058465.1	1	0	1
RS_GCF_900114015.1			
RS_GCF_004342605.1			
GB_GCA_001427685.1	0	0	1
GB_GCA_017745235.1	0	0	1
RS_GCF_000712075.1			
RS_GCF_003185805.1	0	1	1
RS_GCF_003116815.1	1	0	1
RS_GCF_002858925.1	0	1	0
RS_GCF_005502685.1	1	0	1
RS_GCF_000022005.1	1	0	0
RS_GCF_002737755.1	1	0	0
RS_GCF_000092285.1	1	0	1
RS_GCF_002742635.1	1	0	1
GB_GCA_003243465.1			
RS_GCF_000372645.1	1	1	1
RS_GCF_013181195.1			
GB_GCA_903900155.1	1	0	0
GB_GCA_017744445.1	0	0	1
RS_GCF_002742625.1	1	0	0
RS_GCF_003931565.1	0	0	1
RS_GCF_001425725.1			
GB_GCA_016125585.1	1	0	0
RS_GCF_009905535.1	1	0	0
RS_GCF_002749615.1	1	0	1
GB_GCA_903858185.1	1	0	0
GB_GCA_016234625.1	1	0	0
RS_GCF_003254505.1	0	0	1
GB_GCA_004799515.1	0	0	1
GB_GCA_018241625.1	0	0	1
GB_GCA_903843495.1	1	0	0
GB_GCA_003136395.1	0	0	1
GB_GCA_903860975.1	1	0	0
GB_GCA_004799395.1	0	0	1
RS_GCF_003254705.1			
RS_GCF_000017265.1	0	1	0
GB_GCA_016124325.1	1	0	0
GB_GCA_004299445.1	1	0	0
GB_GCA_001824475.1	1	0	1
GB_GCA_018821435.1			
GB_GCA_004297125.1	1	0	0
GB_GCA_001724605.1			
RS_GCF_003254525.1	0	0	1
GB_GCA_016793225.1	0	0	1
GB_GCA_016793285.1	0	0	1
GB_GCA_902826855.1	1	0	0
GB_GCA_903909375.1	1	0	0
GB_GCA_004799545.1	0	0	1
RS_GCF_003254475.1	0	0	1
RS_GCF_001375595.1			
GB_GCA_002363865.1	1	0	0
GB_GCA_013911965.1	1	0	0
GB_GCA_903928755.1	1	0	0
GB_GCA_002256425.1	1	1	0
GB_GCA_903892305.1	1	0	0
GB_GCA_903933475.1	1	0	0
GB_GCA_903912465.1	1	0	0
RS_GCF_003150835.1	1	0	0
GB_GCA_903842425.1	1	0	0
GB_GCA_018001015.1	1	0	0
RS_GCF_001429025.1	1	0	0
GB_GCA_013822795.1	1	0	0
RS_GCF_014196295.1			
GB_GCA_018240795.1	0	0	1
RS_GCF_001425305.1			
GB_GCA_903930545.1	1	0	0
GB_GCA_019247715.1	0	0	1
GB_GCA_018241335.1	0	0	1
GB_GCA_019232665.1	0	0	1
GB_GCA_903872075.1	1	0	0
GB_GCA_903840985.1	1	0	0
GB_GCA_903870555.1	1	0	0
GB_GCA_017418605.1	0	1	0
RS_GCF_018135625.1	0	0	1
GB_GCA_002398405.1	1	0	0
GB_GCA_903840435.1	1	0	0
GB_GCA_903851655.1	1	0	0
GB_GCA_903874895.1	1	0	0
GB_GCA_903929575.1	1	0	0
GB_GCA_903843275.1	1	0	0
GB_GCA_000733915.1			
GB_GCA_903862425.1	1	0	0
GB_GCA_903837135.1	1	0	0
RS_GCF_903642205.1			
RS_GCF_009765965.1	0	0	1
RS_GCF_000495815.1			
RS_GCF_900100255.1			
RS_GCF_000376105.1	0	0	1
RS_GCF_017875235.1			
RS_GCF_000495835.1	1	0	0
RS_GCF_000495795.1			
RS_GCF_000204015.1	1	0	0
RS_GCF_014652575.1			
GB_GCA_002342035.1	1	0	0
RS_GCF_006475605.1	0	0	1
RS_GCF_000495855.1	1	0	0
RS_GCF_003966695.1	0	1	0
RS_GCF_014349105.1			
GB_GCA_018241995.1	0	0	1
RS_GCF_000428765.1	1	0	1
GB_GCA_017302105.1	0	0	1
RS_GCF_003704105.1	0	0	1
GB_GCA_013823285.1	1	0	0
RS_GCF_015767455.1	1	0	1
GB_GCA_003248925.1			
GB_GCA_002479325.1			
RS_GCF_000155575.1	1	0	0
RS_GCF_009394735.1	1	1	0
GB_GCA_016463795.1	1	0	0
GB_GCA_013912065.1	1	0	0
RS_GCF_004614235.1	0	0	1
RS_GCF_902506205.1	0	1	0
RS_GCF_001592205.1	1	1	0
RS_GCF_002157625.1	0	0	1
GB_GCA_003248455.1			
GB_GCA_017307935.1	0	0	1
GB_GCA_003248965.1			
GB_GCA_002484265.1			
GB_GCA_002434505.1			
GB_GCA_018608325.1	1	0	0
RS_GCF_016654005.1	0	0	1
GB_GCA_004210735.1	0	1	0
RS_GCF_017487345.1	1	0	0
GB_GCA_002387245.1			
RS_GCF_003350205.1	1	0	0
RS_GCF_014204375.1			
RS_GCF_002975335.1	0	1	0
GB_GCA_002479495.1			
GB_GCA_017308115.1	0	0	1
RS_GCF_900163625.1	0	0	0
RS_GCF_000204035.1	1	1	0
RS_GCF_000421705.1	0	0	1
GB_GCA_000318405.1	0	1	0
RS_GCF_014836405.1			
RS_GCF_003627995.1	1	0	0
RS_GCF_011761985.1			
GB_GCA_002432125.1			
GB_GCA_002419815.1			
RS_GCF_004683885.1	0	1	0
RS_GCF_006547065.1	1	0	0
GB_GCA_016463295.1	1	0	0
RS_GCF_014196335.1			
RS_GCF_001425945.1			
RS_GCF_014202075.1			
GB_GCA_016183935.1	1	0	0
RS_GCF_011927945.1			
RS_GCF_001427825.1			
GB_GCA_004296955.1	1	0	0
GB_GCA_002343105.1	0	0	1
GB_GCA_018826515.1			
GB_GCA_002483305.1	1	0	0
GB_GCA_013912005.1	1	0	0
RS_GCF_900116065.1			
GB_GCA_001794825.1			
RS_GCF_001424025.1			
RS_GCF_016656965.1			
GB_GCA_002280475.1	1	0	0
RS_GCF_000701445.1			
RS_GCF_001295975.1			
RS_GCF_002002865.1			
RS_GCF_017795885.1	0	1	0
RS_GCF_000144605.1	1	0	0
GB_GCA_002280785.1	1	0	0
GB_GCA_016463485.1	1	0	0
RS_GCF_017487405.1	1	0	0
GB_GCA_003241825.1			
RS_GCF_014199945.1			
GB_GCA_013693835.1	0	0	1
GB_GCA_017302335.1	0	0	1
RS_GCF_017744255.1			
GB_GCA_016742135.1			
GB_GCA_018826885.1			
RS_GCF_003730275.1	1	0	0
RS_GCF_003934285.1	1	0	0
GB_GCA_018820275.1			
RS_GCF_003112735.1	1	1	0
RS_GCF_002105465.1	1	0	0
GB_GCA_002256225.1	1	1	0
GB_GCA_009773395.1	1	0	0
GB_GCA_002322775.1	1	0	0
GB_GCA_002403455.1	1	0	0
GB_GCA_018969015.1	1	0	0
GB_GCA_018780595.1	1	0	0
GB_GCA_016791445.1	0	0	1
GB_GCA_018971945.1	1	0	0
GB_GCA_000974665.1			
GB_GCA_016195245.1	1	0	0
GB_GCA_017303355.1	0	0	1
GB_GCA_004634425.1	0	0	1
GB_GCA_016860885.1	1	0	1
GB_GCA_001464425.1	1	0	0
GB_GCA_014378995.1	0	0	1
RS_GCF_009792355.1	0	0	1
GB_GCA_003242075.1			
GB_GCA_902826145.1	1	0	0
GB_GCA_016791365.1	0	0	1
GB_GCA_016703335.1	0	0	1
GB_GCA_016710795.1	0	0	1
GB_GCA_001679665.1			
GB_GCA_902826035.1	1	0	0
GB_GCA_902826245.1	1	0	0
GB_GCA_016791405.1	0	0	1
GB_GCA_016124255.1	1	0	0
GB_GCA_016791425.1	0	0	1
GB_GCA_902826335.1	1	0	0
GB_GCA_016744975.1	1	0	0
GB_GCA_013214705.1	1	0	0
GB_GCA_003212795.1	1	0	0
GB_GCA_905181735.1	1	0	0
GB_GCA_018651345.1	1	0	0
GB_GCA_002168075.1	1	0	0
GB_GCA_902613795.1	1	0	0
GB_GCA_016778965.1	1	0	0
GB_GCA_015490775.1	1	0	0
GB_GCA_017640685.1	1	0	0
GB_GCA_016125495.1	1	0	0
GB_GCA_015494375.1	1	0	0
GB_GCA_905480435.1	1	0	0
GB_GCA_011330955.1	1	0	1
GB_GCA_002919265.1	0	1	0
GB_GCA_003242645.1			
RS_GCF_900104305.1	1	0	0
GB_GCA_017792465.1			
GB_GCA_018830445.1			
GB_GCA_018819265.1			
RS_GCF_016125985.1	0	0	1
RS_GCF_900117445.1			
GB_GCA_009026145.1			
RS_GCF_009708035.1			
GB_GCA_016793445.1	0	0	1
RS_GCF_013626205.1			
RS_GCF_001006785.1			
RS_GCF_000143145.1	1	0	0
RS_GCF_900116175.1			
GB_GCA_003987725.1			
GB_GCA_018242295.1	0	0	1
GB_GCA_018242215.1	0	0	1
GB_GCA_003987855.1			
GB_GCA_018242255.1	0	0	1
RS_GCF_000253295.1	1	0	0
GB_GCA_002928515.1	1	0	0
GB_GCA_017512425.1	0	1	0
GB_GCA_016716675.1	0	0	1
GB_GCA_013141015.1			
GB_GCA_013822135.1	1	0	0
GB_GCA_002928955.1	1	0	0
GB_GCA_001464285.1	1	0	0
GB_GCA_002279935.1	1	0	0
GB_GCA_002928735.1	1	0	0
GB_GCA_019137195.1	0	0	1
RS_GCF_000503895.1			
RS_GCF_000383415.1	0	0	1
GB_GCA_902826555.1	1	0	0
RS_GCF_900117455.1			
GB_GCA_003963125.1			
GB_GCA_008933705.1			
GB_GCA_011046675.1	1	0	1
GB_GCA_902826715.1	1	0	0
GB_GCA_001464955.1	1	0	0
GB_GCA_001464655.1	1	0	0
RS_GCF_900117415.1	0	0	1
GB_GCA_008974985.1	1	0	1
RS_GCF_013341275.1	1	0	1
RS_GCF_001708935.1	0	0	1
GB_GCA_016869535.1	1	0	0
RS_GCF_001723305.1			
GB_GCA_002482645.1			
RS_GCF_001723285.1			
RS_GCF_000828475.1			
RS_GCF_003071365.1	1	0	1
RS_GCF_001723355.1			
GB_GCA_003228955.1	1	0	0
GB_GCA_002897995.1	1	0	0
RS_GCF_003550175.1			
RS_GCF_002198685.1			
RS_GCF_018619475.1			
RS_GCF_003992725.1	1	0	0
RS_GCF_000636015.1	1	0	0
RS_GCF_000166055.1			
RS_GCF_016461745.1			
GB_GCA_002869085.1	0	0	1
RS_GCF_015482775.1	0	0	1
RS_GCF_007474605.1			
RS_GCF_005281615.1	0	0	1
GB_GCA_016522385.1	0	0	1
GB_GCA_900149695.1	1	1	0
GB_GCA_903944365.1	1	0	0
GB_GCA_016793355.1	0	0	1
GB_GCA_005502345.1	1	0	0
RS_GCF_011046735.1	0	0	1
GB_GCA_003576695.1			
GB_GCA_003574785.1			
GB_GCA_009885825.1	0	0	1
RS_GCF_015714715.1			
GB_GCA_016710435.1	0	0	1
GB_GCA_016792865.1	0	0	1
GB_GCA_016185245.1	1	0	0
GB_GCA_900298995.1			
RS_GCF_003234965.1	1	0	0
RS_GCF_000746275.1			
RS_GCF_900215605.1			
RS_GCF_005771485.1	1	1	1
RS_GCF_900115225.1			
RS_GCF_003574655.1	1	0	0
RS_GCF_900215505.1			
GB_GCA_017642685.1	1	0	0
GB_GCA_019192585.1			
GB_GCA_016865015.1	1	0	0
GB_GCA_013911885.1	1	0	0
RS_GCF_000179775.1	1	0	0
GB_GCA_905480295.1			
GB_GCA_014238155.1	1	1	0
GB_GCA_011087605.1	1	1	0
GB_GCA_017643495.1	1	0	0
RS_GCF_001953055.1			
GB_GCA_017854535.1	1	0	0
RS_GCF_004331745.1	1	0	0
RS_GCF_013358405.1	0	0	1
RS_GCF_014904745.1			
GB_GCA_002706335.1	1	0	0
RS_GCF_004331955.1			
GB_GCA_017642895.1	1	0	0
GB_GCA_003712035.1	1	0	0
RS_GCF_001293565.1			
RS_GCF_000374465.1	1	0	0
RS_GCF_017349315.1			
RS_GCF_017353515.1			
RS_GCF_017815135.1			
RS_GCF_010500815.1			
GB_GCA_002700095.1	1	0	0
RS_GCF_002088275.1	1	0	0
RS_GCF_900176465.1			
RS_GCF_003403015.1	0	1	0
RS_GCF_000153705.1	1	0	0
RS_GCF_002893625.1	0	1	0
RS_GCF_014196845.1			
RS_GCF_010500835.1			
RS_GCF_000153465.1	1	0	0
GB_GCA_011050685.1	0	0	1
RS_GCF_017183135.1			
RS_GCF_009765365.1	0	0	1
RS_GCF_001425575.1			
RS_GCF_008369445.1			
RS_GCF_001463905.1			
RS_GCF_014844055.1	0	1	0
RS_GCF_900141975.1			
RS_GCF_017815515.1	0	1	0
RS_GCF_014058705.1	0	0	1
RS_GCF_001442755.1	0	1	0
RS_GCF_001463805.1	0	1	0
RS_GCF_000382705.1			
RS_GCF_014196835.1			
RS_GCF_001463705.1	0	1	0
RS_GCF_903970965.1	0	1	0
RS_GCF_003583935.1			
RS_GCF_001463745.1	0	1	0
RS_GCF_014196405.1			
RS_GCF_001423245.1			
RS_GCF_001463765.1	0	1	0
RS_GCF_014196395.1			
RS_GCF_008802405.1	0	1	0
RS_GCF_009176975.1	0	1	0
RS_GCF_014642635.1			
RS_GCF_014643375.1			
RS_GCF_001424685.1			
RS_GCF_001425485.1			
RS_GCF_900167365.1			
RS_GCF_014117425.1	0	1	0
GB_GCA_002005325.1	0	1	0
GB_GCA_008633415.1	0	1	0
GB_GCA_003331045.1	0	1	0
GB_GCA_003331065.1	0	1	0
GB_GCA_003331005.1	0	1	0
GB_GCA_003331105.1	0	1	0
RS_GCF_000278275.1	0	1	0
RS_GCF_002007565.1			
RS_GCF_001952045.1			
RS_GCF_016100455.1			
RS_GCF_002007485.1			
RS_GCF_016102285.1			
RS_GCF_000341355.1	0	1	0
RS_GCF_000709795.1	0	1	0
RS_GCF_000015445.1	0	1	0
RS_GCF_000607245.1	0	1	0
RS_GCF_001281405.1			
RS_GCF_000384965.1	0	1	0
RS_GCF_000385395.1	0	1	0
RS_GCF_002022505.1			
RS_GCF_000385435.1	0	1	0
RS_GCF_000278255.1	0	1	0
RS_GCF_002022665.1			
RS_GCF_000518185.1			
RS_GCF_002022445.1			
RS_GCF_000706645.1	0	1	0
RS_GCF_000278155.1	0	1	0
RS_GCF_902150025.1	0	1	0
RS_GCF_000196435.1	0	1	0
RS_GCF_002777915.1			
RS_GCF_002778015.1			
RS_GCF_000312585.1			
RS_GCF_903679515.1			
RS_GCF_900185775.1			
RS_GCF_000518165.1	0	1	0
RS_GCF_014197255.1			
RS_GCF_000518085.1	0	1	0
RS_GCF_014203215.1			
RS_GCF_000278235.1	0	1	0
RS_GCF_902825235.1			
RS_GCF_000341385.1	0	1	0
RS_GCF_000278115.1	0	1	0
RS_GCF_000278295.1	0	1	0
RS_GCF_902825155.1			
RS_GCF_902825145.1			
RS_GCF_000280015.1	0	1	0
RS_GCF_000278095.1	0	1	0
RS_GCF_000312525.1			
RS_GCF_000046685.1	0	1	0
RS_GCF_000312545.1			
RS_GCF_000706625.1	0	1	0
RS_GCF_000046705.1	0	1	0
RS_GCF_000612765.1			
RS_GCF_000278135.1	0	1	0
RS_GCF_014205685.1			
GB_GCA_900467455.1			
RS_GCF_001939785.1	0	1	0
RS_GCF_014253075.1			
RS_GCF_000054005.1	0	1	0
GB_GCA_000755125.1	0	1	0
GB_GCA_002291225.1	0	1	0
GB_GCA_002291365.1	0	1	0
GB_GCA_002291305.1	0	1	0
GB_GCA_000755105.1	0	1	0
GB_GCA_000755085.1	0	1	0
GB_GCA_009218085.1	0	1	0
GB_GCA_900465915.1	0	1	0
GB_GCA_001898995.1	0	0	1
RS_GCF_014199265.1			
RS_GCF_000017405.1	1	1	1
RS_GCF_006376675.1			
RS_GCF_002975205.1	0	1	0
RS_GCF_002943495.1	0	1	0
RS_GCF_902825325.1	0	1	0
RS_GCF_006345815.1	1	0	0
RS_GCF_003332115.1	0	1	1
RS_GCF_000612245.1	0	1	1
GB_GCA_900473915.1			
RS_GCF_007829595.1	1	1	1
RS_GCF_016427605.1			
RS_GCF_005938105.1	0	1	0
RS_GCF_003664555.1	0	1	1
RS_GCF_003259955.1			
RS_GCF_019100495.1			
RS_GCF_003149535.1	0	0	1
RS_GCF_006476605.1			
RS_GCF_002252445.1	1	0	0
RS_GCF_000559065.1	1	1	1
RS_GCF_002252505.1	0	0	1
RS_GCF_008728025.1	1	1	1
RS_GCF_002252475.1	0	0	1
RS_GCF_001652485.1	0	1	0
RS_GCF_014397025.1			
RS_GCF_014189505.1	0	1	1
GB_GCA_900465725.1	0	1	0
RS_GCF_014138285.1			
GB_GCA_900539805.1	0	1	0
RS_GCF_002980555.1	0	1	0
GB_GCA_900468305.1	0	1	0
RS_GCF_002763465.1	0	1	1
RS_GCF_003010955.1	0	1	0
GB_GCA_900473175.1			
RS_GCF_000686005.1	0	1	0
RS_GCF_008041915.1	0	1	1
RS_GCF_003337575.1			
RS_GCF_000282595.1	0	1	0
GB_GCA_900471815.1	0	1	0
GB_GCA_900473335.1	0	1	0
RS_GCF_001558695.1			
RS_GCF_014640615.1			
RS_GCF_003217235.1			
RS_GCF_014191375.1			
RS_GCF_003335045.1			
RS_GCF_002980495.1	0	1	0
GB_GCA_016711085.1	0	0	1
GB_GCA_002708825.1	1	0	0
RS_GCF_002727065.1	0	0	1
RS_GCF_007829525.1			
RS_GCF_000733725.1	0	1	0
RS_GCF_000300515.1	1	0	0
RS_GCF_017255215.1			
GB_GCA_002697745.1	1	0	0
GB_GCA_017794765.1			
RS_GCF_001696575.1			
RS_GCF_000265055.1	1	0	0
RS_GCF_000300335.1			
RS_GCF_001050155.1			
RS_GCF_014641695.1			
RS_GCF_009812055.1	0	1	1
RS_GCF_010993735.1	0	1	1
RS_GCF_902809845.1			
RS_GCF_011317445.1			
RS_GCF_000518985.1			
RS_GCF_001889605.1	1	1	0
RS_GCF_014495845.1	1	1	0
RS_GCF_003970795.1	1	0	0
RS_GCF_009742725.1			
GB_GCA_004000215.1	1	1	0
RS_GCF_009749525.1	0	0	1
GB_GCA_003240775.1			
RS_GCF_017813335.1			
RS_GCF_018457165.1			
GB_GCA_002316345.1			
RS_GCF_014652875.1			
RS_GCF_900177325.1			
GB_GCA_001896885.1	0	0	1
RS_GCF_016756615.1	0	1	0
GB_GCA_008933895.1			
GB_GCA_012842935.1			
RS_GCF_005222875.1	1	0	1
RS_GCF_018310375.1			
RS_GCF_003012745.1	0	1	0
RS_GCF_003666685.1	0	0	1
GB_GCA_016793485.1	0	0	1
RS_GCF_900114255.1			
GB_GCA_018815445.1			
RS_GCF_015500055.1			
RS_GCF_011045115.1			
RS_GCF_003590645.1	0	1	1
RS_GCF_000304395.1			
RS_GCF_003012705.1	0	0	1
RS_GCF_003934165.1	0	0	1
RS_GCF_011045125.1			
GB_GCA_004962245.1	0	1	1
RS_GCF_007830515.1	0	1	1
RS_GCF_000474725.1	0	1	1
GB_GCA_004021755.1	0	1	1
GB_GCA_005047105.1	0	1	1
RS_GCF_014843885.1	0	1	1
GB_GCA_004961265.1	0	1	1
GB_GCA_005063415.1	0	1	1
GB_GCA_004962755.1	0	1	1
RS_GCF_000350085.1	0	1	0
RS_GCF_002529485.1	0	1	1
RS_GCF_000359125.1			
RS_GCF_003601975.1	0	1	1
RS_GCF_001686985.1	0	1	0
RS_GCF_014843835.1	0	1	0
RS_GCF_007003975.1	0	1	1
GB_GCA_900467855.1	0	1	0
RS_GCF_013520985.1			
RS_GCF_000502715.1			
RS_GCF_900103325.1			
RS_GCF_000502955.1			
RS_GCF_003148495.1	0	1	1
RS_GCF_000185905.1	0	1	1
GB_GCA_004017275.1	0	1	1
RS_GCF_014207355.1	0	1	1
RS_GCF_003253745.1	0	1	1
RS_GCF_015500075.1			
RS_GCF_006442315.1	0	0	1
GB_GCA_017306585.1	0	0	1
RS_GCF_005503535.1	1	0	0
RS_GCF_006442205.1	0	0	1
RS_GCF_006439515.1	0	0	1
RS_GCF_006441095.1	0	1	1
RS_GCF_008520305.1	0	1	1
GB_GCA_004017245.1	0	1	1
